dataset,model,cal_size,test_size,n_classes,LightGBM_brier,LightGBM_logloss,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
eucalyptus,LinearModel,662,74,5,0.4182257885118452,0.7008270971277645,0.1263938695192337,0.6756756901741028,0.24057545512914658
eucalyptus,NeuralNetFastAI,662,74,5,0.40833955615049555,0.6896054220557228,0.1242612898349762,0.7297297120094299,0.21586849167943
eucalyptus,NeuralNetTorch,662,74,5,0.415187334030141,0.6660065886700286,0.07357887923717499,0.662162184715271,0.22345931455492973
eucalyptus,RandomForest,662,74,5,0.3941928148178457,0.6536021720523945,0.12458211183547974,0.7027027010917664,0.2254442311823368
eucalyptus,XGBoost,662,74,5,0.4114171446699053,0.7197877434058161,0.10516544431447983,0.7162162065505981,0.22272992879152298
eye_movements,CatBoost,9842,1094,3,0.3517879501274043,0.595000673416016,0.03973112627863884,0.7394881248474121,0.7812771424651146
eye_movements,ExtraTrees,9842,1094,3,0.31624463132788094,0.5383963940955543,0.034806348383426666,0.7778793573379517,0.7599196992814541
eye_movements,LightGBM,9842,1094,3,0.27840351338185176,0.4823707336802123,0.03706391155719757,0.8043875694274902,0.7806320376694202
eye_movements,LinearModel,9842,1094,3,0.5660396427112623,0.9214585980678489,0.027100279927253723,0.5073125958442688,0.7361639551818371
eye_movements,NeuralNetFastAI,9842,1094,3,0.4325477078369542,0.7196759760156566,0.04708067327737808,0.6727604866027832,0.7302451655268669
eye_movements,NeuralNetTorch,9842,1094,3,0.416305060648602,0.6952605421695167,0.0646134689450264,0.6892138719558716,0.7251858897507191
eye_movements,RandomForest,9842,1094,3,0.37979734860042125,0.6417883750734974,0.02411249279975891,0.7202925086021423,0.7423721551895142
eye_movements,XGBoost,9842,1094,3,0.3178809863469034,0.5431387518135135,0.029848316684365273,0.7650822401046753,0.7692315988242626
fabert,CatBoost,7413,824,7,0.3435466707938559,0.685031510712248,0.032220516353845596,0.7390776872634888,1.5752996765077114
fabert,ExtraTrees,7413,824,7,0.3643526350752644,0.7136451606362423,0.046573370695114136,0.7063106894493103,1.5595001988112926
fabert,LightGBM,7413,824,7,0.35280087893770107,0.6911295986491602,0.03392292186617851,0.7184466123580933,1.625093273818493
fabert,LinearModel,7413,824,7,0.47576755745146204,0.9746768965037311,0.06440230458974838,0.6395630836486816,1.4959525056183338
