dataset,model,cal_size,test_size,CB_brier,CB_logloss,CB_kuiper,CB_ece-15,CB_accuracy,CB_time
ilpd,XGBoost,524,59,0.38186475937919373,0.5386791883720617,0.07310651242733002,0.10274162888526917,0.6440678238868713,0.050724060740321875
jasmine,CatBoost,2685,299,0.26633423168487524,0.40616212738115676,0.03478703275322914,0.07143445312976837,0.8093645572662354,0.09531647013500333
jasmine,ExtraTrees,2685,299,0.27427068921443093,0.4148124502793496,0.02486422285437584,0.03460909426212311,0.8193979859352112,0.07385023217648268
jasmine,LightGBM,2685,299,0.2632498132423462,0.40292850888354437,0.025626301765441895,0.06071443483233452,0.8193979859352112,0.074079773388803
jasmine,LinearModel,2685,299,0.2871085000093721,0.43963592055494716,0.022602679207921028,0.03910590708255768,0.7993311285972595,0.0729478127323091
jasmine,NeuralNetFastAI,2685,299,0.2820462469413149,0.42465411324966007,0.020157191902399063,0.05100078135728836,0.8060200810432434,0.07216165494173765
jasmine,NeuralNetTorch,2685,299,0.28276062076282277,0.42884202053457326,0.03546782210469246,0.06150748208165169,0.8127090334892273,0.07281058700755239
jasmine,RandomForest,2685,299,0.2659857854496129,0.40064346812987406,0.03974917531013489,0.08854581415653229,0.8026756048202515,0.07450057379901409
jasmine,XGBoost,2685,299,0.25893013162752554,0.39735793718266976,0.027931060642004013,0.05572962388396263,0.8260869383811951,0.07477655215188861
jm1,CatBoost,9796,1089,0.2661728731466958,0.4202215489050864,0.011660687625408173,0.02391926944255829,0.8172635436058044,0.14898376213386655
jm1,ExtraTrees,9796,1089,0.26788052534585005,0.42270157882372145,0.014326952397823334,0.026840120553970337,0.8135904669761658,0.1470593768171966
jm1,LightGBM,9796,1089,0.26498295866582844,0.4198145171886942,0.011046715080738068,0.018562082201242447,0.8246097564697266,0.15222750743851066
jm1,LinearModel,9796,1089,0.2833821095742321,0.4462525824574998,0.018486693501472473,0.03351449593901634,0.8126721978187561,0.1460290066897869
jm1,NeuralNetFastAI,9796,1089,0.2727698900220379,0.4327844336793042,0.02002716064453125,0.037476226687431335,0.8227731585502625,0.14665336487814784
jm1,NeuralNetTorch,9796,1089,0.2777113806381143,0.43710556208766516,0.021065641194581985,0.036368273198604584,0.8145087361335754,0.14802478207275271
jm1,RandomForest,9796,1089,0.2641693968829079,0.4166019272653895,0.01332845538854599,0.021109534427523613,0.8218548893928528,0.14802257204428315
jm1,XGBoost,9796,1089,0.26541332905169296,0.42017113525666616,0.010261119343340397,0.022433165460824966,0.8200183510780334,0.1507715480402112
kc1,CatBoost,1898,211,0.19145259776700466,0.3178892627755743,0.02181093581020832,0.034933947026729584,0.8720378875732422,0.06426917901262641
kc1,ExtraTrees,1898,211,0.191117166802546,0.3199251242724289,0.03139090538024902,0.03752770274877548,0.8720378875732422,0.06403313484042883
kc1,LightGBM,1898,211,0.1896893869407447,0.3180963479349635,0.0230205450206995,0.054247334599494934,0.8815165758132935,0.06496080616489053
kc1,LinearModel,1898,211,0.2147913490253641,0.3479108278718588,0.02366594783961773,0.042374301701784134,0.8530805706977844,0.06606257986277342
kc1,NeuralNetFastAI,1898,211,0.20583599840681396,0.3328171500097812,0.01903754100203514,0.052110329270362854,0.8483412265777588,0.06442417576909065
kc1,NeuralNetTorch,1898,211,0.20973730423204479,0.3342150964927827,0.02216327376663685,0.04792366176843643,0.8483412265777588,0.06610840791836381
kc1,RandomForest,1898,211,0.18111964232420225,0.3027127508015984,0.02972225472331047,0.041821375489234924,0.8862559199333191,0.06429618177935481
