dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
fri_c0_1000_5,LightGBM,900,100,0.12187933344079935,0.18732746076147969,0.03822613134980202,0.04915527254343033,0.8999999761581421,0.0029638996347784996
fri_c0_1000_5,LinearModel,900,100,0.20261852308032272,0.3515034809061532,0.05807527154684067,0.07469898462295532,0.8899999856948853,0.0025273049250245094
fri_c0_1000_5,NeuralNetFastAI,900,100,0.09527153497759812,0.15669266459279532,0.04620089754462242,0.0454457551240921,0.9399999976158142,0.0029455404728651047
fri_c0_1000_5,NeuralNetTorch,900,100,0.1174162322379675,0.1778179753519527,0.0291299931704998,0.03486692160367966,0.9100000262260437,0.003048510290682316
fri_c0_1000_5,RandomForest,900,100,0.12314485855494853,0.20661126386592066,0.05151175707578659,0.05430278182029724,0.9300000071525574,0.002993667498230934
fri_c0_1000_5,XGBoost,900,100,0.13639609013939857,0.21532517176115135,0.03887082636356354,0.052856624126434326,0.8899999856948853,0.002844732254743576
fri_c0_500_5,CatBoost,450,50,0.2245931978270855,0.3466403035483631,0.08304647356271744,0.08883655071258545,0.8399999737739563,0.0022465744987130165
fri_c0_500_5,ExtraTrees,450,50,0.2599773120574518,0.4102619699496586,0.0886065661907196,0.09896445274353027,0.800000011920929,0.002450406551361084
fri_c0_500_5,LightGBM,450,50,0.19692606152012831,0.2996830156184395,0.08253239095211029,0.09455542266368866,0.8799999952316284,0.0023156777024269104
fri_c0_500_5,LinearModel,450,50,0.29814178462128166,0.44820771304263474,0.0650487020611763,0.08784016221761703,0.7799999713897705,0.002141137607395649
fri_c0_500_5,NeuralNetFastAI,450,50,0.2141288527486328,0.30997404219347946,0.060281459242105484,0.07562490552663803,0.8199999928474426,0.002249261364340782
fri_c0_500_5,NeuralNetTorch,450,50,0.18757487906045273,0.2849794414485924,0.07045123726129532,0.08155214786529541,0.8600000143051147,0.0024218326434493065
fri_c0_500_5,RandomForest,450,50,0.2594371371197736,0.3874279600442662,0.08559651672840118,0.08988896757364273,0.800000011920929,0.002402820624411106
fri_c0_500_5,XGBoost,450,50,0.24904725383572796,0.37242750018814247,0.07904765754938126,0.0876786857843399,0.800000011920929,0.0022253841161727905
fri_c1_1000_50,CatBoost,900,100,0.12451773685509579,0.21600701436422207,0.025966858491301537,0.018431998789310455,0.9100000262260437,0.0029271049425005913
fri_c1_1000_50,ExtraTrees,900,100,0.13169062632448564,0.22518923595454166,0.02013128623366356,0.01591971144080162,0.9100000262260437,0.0030372226610779762
fri_c1_1000_50,LightGBM,900,100,0.13068549931036094,0.21499568350768503,0.024759503081440926,0.02653050236403942,0.9100000262260437,0.002707291394472122
