dataset,model,cal_size,test_size,CIR_brier,CIR_logloss,CIR_kuiper,CIR_ece-15,CIR_accuracy,CIR_time
jm1,CatBoost,9796,1089,0.26567667768560904,0.4188826672316593,0.011889297515153885,0.029404981061816216,0.8163452744483948,0.004743705969303846
jm1,ExtraTrees,9796,1089,0.2646534507533422,0.41572724304137715,0.013789731077849865,0.027189722284674644,0.8191000819206238,0.004784802091307938
jm1,LightGBM,9796,1089,0.2635992938838867,0.41722882991689464,0.012520836666226387,0.022656764835119247,0.8273645639419556,0.0044820369221270084
jm1,LinearModel,9796,1089,0.2805269551129991,0.44259791871098714,0.014872394502162933,0.028800304979085922,0.8172635436058044,0.0043848060304299
jm1,NeuralNetFastAI,9796,1089,0.269759973774234,0.4301135208341541,0.01847197860479355,0.03520132973790169,0.8246097564697266,0.004365732078440487
jm1,NeuralNetTorch,9796,1089,0.27623950342567954,0.43582083450858333,0.019634511321783066,0.02949165180325508,0.8154270052909851,0.0045985199976712465
jm1,RandomForest,9796,1089,0.26232323138795727,0.4137733814646868,0.011610642075538635,0.017043225467205048,0.8227731585502625,0.004479436087422073
jm1,XGBoost,9796,1089,0.2644184210446082,0.41769147519961186,0.012740561738610268,0.024342220276594162,0.8181818127632141,0.004963599960319698
kc1,CatBoost,1898,211,0.18525183054549704,0.31240250640204914,0.027733806520700455,0.060822706669569016,0.8720378875732422,0.002481136005371809
kc1,ExtraTrees,1898,211,0.18438301734192802,0.30755705377444786,0.029644310474395752,0.038490552455186844,0.8767772316932678,0.0022537829354405403
kc1,LightGBM,1898,211,0.1900206136031824,0.31415816061948637,0.013606023043394089,0.034359369426965714,0.8815165758132935,0.0024189079413190484
kc1,LinearModel,1898,211,0.2165682868979723,0.3511446698944761,0.03224822133779526,0.06058955937623978,0.8530805706977844,0.002370348898693919
kc1,NeuralNetFastAI,1898,211,0.19430870708197043,0.3200861527214692,0.029997393488883972,0.058645427227020264,0.8720378875732422,0.002523509901948273
kc1,NeuralNetTorch,1898,211,0.21111008286524588,0.33682876565923525,0.02062956802546978,0.03167830780148506,0.8578199148178101,0.0022664079442620277
kc1,RandomForest,1898,211,0.18586882930339246,0.3111216321177068,0.025067640468478203,0.042372576892375946,0.8862559199333191,0.002239250927232206
kc1,XGBoost,1898,211,0.2004698451586194,0.32864533465439244,0.01885654404759407,0.03264123573899269,0.8767772316932678,0.0024829210015013814
kc2,CatBoost,469,53,0.2679127160190171,0.38925613885673394,0.08060476183891296,0.15153785049915314,0.7547169923782349,0.0021271249279379845
kc2,ExtraTrees,469,53,0.2567298109765293,0.37981645127068603,0.06655020266771317,0.1114022508263588,0.7735849022865295,0.002003405010327697
kc2,LightGBM,469,53,0.2147733893583043,0.3223080941425452,0.07827319204807281,0.18004940450191498,0.8113207817077637,0.0020249749068170786
kc2,LinearModel,469,53,0.2558702876671614,0.37969126143199516,0.076932892203331,0.1487773358821869,0.7735849022865295,0.001985701033845544
kc2,NeuralNetFastAI,469,53,0.23718462614488608,0.35579375269185837,0.054909318685531616,0.08344267308712006,0.7924528121948242,0.001991353929042816
kc2,NeuralNetTorch,469,53,0.25093391381593305,0.3851428761104632,0.06559912860393524,0.1258436143398285,0.7924528121948242,0.0019776090048253536
kc2,RandomForest,469,53,0.22773881122367517,0.3387543329923655,0.06332151591777802,0.09335490316152573,0.8113207817077637,0.002315563033334911
kc2,XGBoost,469,53,0.226973434838738,0.33611710474971357,0.07125195860862732,0.1284087747335434,0.7924528121948242,0.0020274269627407193
kdd_el_nino-small,CatBoost,703,79,0.09963415377228087,0.14014726849460232,0.035865943878889084,0.06848972290754318,0.9240506291389465,0.001898829941637814
kdd_el_nino-small,ExtraTrees,703,79,0.10603999508910891,1.2211790229588126,0.028919940814375877,0.0759841799736023,0.9113923907279968,0.0020056319190189242
kdd_el_nino-small,LightGBM,703,79,0.11896776917258649,1.2414649307094203,0.042766276746988297,0.07370253652334213,0.9240506291389465,0.0018643370131030679
kdd_el_nino-small,LinearModel,703,79,0.09819160761372946,0.153711672684972,0.029726490378379822,0.06536999344825745,0.9240506291389465,0.002014377969317138
kdd_el_nino-small,NeuralNetFastAI,703,79,0.0960160867437748,1.2205736281774426,0.023561229929327965,0.04990879446268082,0.949367105960846,0.0019723440054804087
kdd_el_nino-small,NeuralNetTorch,703,79,0.13434934314118313,1.2831649416826654,0.03693621978163719,0.06832008063793182,0.8987341523170471,0.0018072040984407067
kdd_el_nino-small,RandomForest,703,79,0.10562402070800839,1.2210935052960283,0.026595037430524826,0.06066594272851944,0.9240506291389465,0.001973293023183942
kdd_el_nino-small,XGBoost,703,79,0.10074573599980804,1.2152702396542712,0.03533855825662613,0.06813937425613403,0.9367088675498962,0.0019260280532762408
kdd_internet_usage,CatBoost,9097,1011,0.15027575734944654,0.2394653748312138,0.009279027581214905,0.022496674209833145,0.9010880589485168,0.004573657992295921
kdd_internet_usage,ExtraTrees,9097,1011,0.16208532731876968,0.25499657398430375,0.013749595731496811,0.0265219546854496,0.8862512111663818,0.004525313037447631
kdd_internet_usage,LightGBM,9097,1011,0.14998548865895095,0.23469822133154608,0.012131867930293083,0.017598100006580353,0.8971315622329712,0.0045448149321600795
kdd_internet_usage,LinearModel,9097,1011,0.16825426409539285,0.2715227900730255,0.010084457695484161,0.02506074495613575,0.8753709197044373,0.0047042949590831995
kdd_internet_usage,NeuralNetFastAI,9097,1011,0.15127897465158266,0.23446741811773372,0.012387295253574848,0.017400387674570084,0.8902077078819275,0.004529932979494333
kdd_internet_usage,NeuralNetTorch,9097,1011,0.15222557942825152,0.23428163193847099,0.016306664794683456,0.022291064262390137,0.8902077078819275,0.004507169942371547
kdd_internet_usage,RandomForest,9097,1011,0.16018991958284232,0.250385186361734,0.013301901519298553,0.03147028386592865,0.888229489326477,0.004498302936553955
kdd_internet_usage,XGBoost,9097,1011,0.14948054953360146,0.31432874540562905,0.011276882141828537,0.022263580933213234,0.8991097807884216,0.004332396085374057
kick,CatBoost,65684,7299,0.16134502290554462,0.28436913903784794,0.0038845036178827286,0.006818026769906282,0.9038224220275879,0.024076170986518264
kick,ExtraTrees,65684,7299,0.16874393009000271,0.2962175799161068,0.004856622777879238,0.009784402325749397,0.899301290512085,0.02371853997465223
kick,LightGBM,65684,7299,0.16418914714286173,0.28940462242913506,0.0035522766411304474,0.006694821175187826,0.9021784067153931,0.022490666015073657
kick,LinearModel,65684,7299,0.17111961050833718,0.301303971289833,0.003435857594013214,0.005135576240718365,0.8984792232513428,0.023596181999891996
kick,NeuralNetFastAI,65684,7299,0.16378566650352108,0.2886091728463526,0.004213839769363403,0.009688450954854488,0.9020413756370544,0.02322300395462662
kick,NeuralNetTorch,65684,7299,0.16382117651145667,0.28929564039321204,0.0038867685943841934,0.008904146030545235,0.9028633832931519,0.024743332993239164
kick,RandomForest,65684,7299,0.16664991715187835,0.2928717275998332,0.004121500998735428,0.0069356877356767654,0.900260329246521,0.023954884964041412
kick,XGBoost,65684,7299,0.1617021920892107,0.2851552438653491,0.0042657628655433655,0.006517931818962097,0.9040964245796204,0.023611027048900723
kin8nm,CatBoost,7372,820,0.14738713579147372,0.23415704863300926,0.017733067274093628,0.032634932547807693,0.8914633989334106,0.004513298976235092
kin8nm,ExtraTrees,7372,820,0.2158434109126537,0.3378639091385992,0.023380044847726822,0.04066464304924011,0.8426828980445862,0.004627672955393791
