dataset,model,cal_size,test_size,XGBoost_brier,XGBoost_logloss,XGBoost_kuiper,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
diabetes,LinearModel,691,77,0.23340685665607452,0.3756589889526367,0.07287169247865677,0.12789350748062134,0.8311688303947449,0.02386487741023302
diabetes,NeuralNetFastAI,691,77,0.2542916238307953,0.39422205090522766,0.05934271961450577,0.11188122630119324,0.8181818127632141,0.023755840957164764
diabetes,NeuralNetTorch,691,77,0.24037215113639832,0.37628600001335144,0.0654342770576477,0.12329129129648209,0.8051947951316833,0.024238727055490017
diabetes,RandomForest,691,77,0.2504529356956482,0.3966546654701233,0.04349570348858833,0.09018021821975708,0.8051947951316833,0.023621201515197754
diabetes,XGBoost,691,77,0.2764710783958435,0.43125689029693604,0.039824776351451874,0.10860089957714081,0.8051947951316833,0.023908271454274654
dresses-sales,CatBoost,450,50,0.457676500082016,0.6492284536361694,0.06523005664348602,0.13672053813934326,0.6399999856948853,0.023480411618947983
dresses-sales,ExtraTrees,450,50,0.5287641882896423,0.7289045453071594,0.09254427999258041,0.1489677131175995,0.5799999833106995,0.022241240367293358
dresses-sales,LightGBM,450,50,0.5031064748764038,0.7063313126564026,0.07794874906539917,0.19728824496269226,0.5400000214576721,0.022282014600932598
dresses-sales,LinearModel,450,50,0.4982489347457886,0.6953733563423157,0.09513241797685623,0.16666999459266663,0.6200000047683716,0.02251538075506687
dresses-sales,NeuralNetFastAI,450,50,0.5350471138954163,0.7534398436546326,0.0875585749745369,0.1719469279050827,0.5799999833106995,0.0226514870300889
dresses-sales,NeuralNetTorch,450,50,0.49826204776763916,0.7046188116073608,0.09395147114992142,0.17552872002124786,0.5799999833106995,0.022384338080883026
dresses-sales,RandomForest,450,50,0.5339415073394775,0.7395997643470764,0.12008853256702423,0.1775563806295395,0.5799999833106995,0.023126263171434402
dresses-sales,XGBoost,450,50,0.49024802446365356,0.6832722425460815,0.0854620561003685,0.1344713568687439,0.5199999809265137,0.02402882557362318
eeg-eye-state,CatBoost,13482,1498,0.06224993243813515,0.12079450488090515,0.01491917110979557,0.024536771699786186,0.9599465727806091,0.06469849031418562
eeg-eye-state,ExtraTrees,13482,1498,0.08220943808555603,0.14790184795856476,0.018841706216335297,0.03454885259270668,0.9412550330162048,0.06510233413428068
