dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
fri_c2_500_50,NeuralNetTorch,450,50,0.2471446968881396,0.3975761570733116,0.050061650574207306,0.11191961914300919,0.800000011920929,0.0057081879349425435
fri_c2_500_50,RandomForest,450,50,0.2283457749448202,0.3497172165684484,0.04827963188290596,0.10667064040899277,0.8199999928474426,0.008224531076848507
fri_c2_500_50,XGBoost,450,50,0.23348092477791002,0.3595285967374926,0.05215848237276077,0.09933280944824219,0.8399999737739563,0.008953950949944556
fri_c3_1000_10,CatBoost,900,100,0.10268659613860669,0.17798180649051074,0.03734824061393738,0.06634469330310822,0.949999988079071,0.01803615503013134
fri_c3_1000_10,ExtraTrees,900,100,0.09380826679708633,0.17231499532511865,0.01946742832660675,0.0334426574409008,0.9399999976158142,0.011839736020192504
fri_c3_1000_10,LightGBM,900,100,0.11484763291916461,0.18812574982450792,0.022440504282712936,0.07263670861721039,0.9300000071525574,0.01617583096958697
fri_c3_1000_10,LinearModel,900,100,0.3913566651996257,0.5736144024779136,0.037145331501960754,0.10408023744821548,0.7099999785423279,0.007075217901729047
fri_c3_1000_10,NeuralNetFastAI,900,100,0.09137707083037094,0.15401500390222286,0.03296792507171631,0.05347365140914917,0.9300000071525574,0.016788716078735888
fri_c3_1000_10,NeuralNetTorch,900,100,0.09642411311444857,0.17391058537451065,0.0384959951043129,0.06297454237937927,0.949999988079071,0.020679039997048676
fri_c3_1000_10,RandomForest,900,100,0.1181203799391171,0.2092780924268386,0.03267741948366165,0.07552795857191086,0.9300000071525574,0.009525766945444047
fri_c3_1000_10,XGBoost,900,100,0.11018626638938347,0.1937882239186345,0.04764094203710556,0.09151001274585724,0.949999988079071,0.017933955998159945
fri_c3_1000_25,CatBoost,900,100,0.12681653232379272,0.1973745093476755,0.03392829746007919,0.07174724340438843,0.8999999761581421,0.020284864003770053
fri_c3_1000_25,ExtraTrees,900,100,0.10279423656552378,0.16657246647714452,0.02033238299190998,0.05010448768734932,0.9200000166893005,0.020073929917998612
fri_c3_1000_25,LightGBM,900,100,0.08350886866157825,0.1428296246354741,0.02810833416879177,0.06191891059279442,0.949999988079071,0.019538206979632378
fri_c3_1000_25,LinearModel,900,100,0.43364050177585367,0.6177971876466306,0.044388547539711,0.0799960121512413,0.6399999856948853,0.007717496948316693
fri_c3_1000_25,NeuralNetFastAI,900,100,0.08196279738788666,0.1487413497203794,0.033080436289310455,0.04613642767071724,0.949999988079071,0.01976288401056081
