dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
OVA_Endometrium,LinearModel,1390,155,0.038831593636468514,0.0686327575840234,0.015341673046350479,0.01916712522506714,0.9677419066429138,0.053345815278589725
OVA_Endometrium,NeuralNetFastAI,1390,155,0.04810814234151442,0.08296957186417708,0.014314493164420128,0.017696350812911987,0.9677419066429138,0.05428816843777895
OVA_Endometrium,NeuralNetTorch,1390,155,0.04483164606207824,0.09377814673046814,0.011257394216954708,0.0177531186491251,0.9741935729980469,0.05605397932231426
OVA_Endometrium,RandomForest,1390,155,0.05400537902839486,0.1107237125472036,0.020729225128889084,0.0401376448571682,0.9677419066429138,0.054383943788707256
OVA_Endometrium,XGBoost,1390,155,0.04701276500961774,0.08573356450549456,0.014625432901084423,0.029943495988845825,0.9612902998924255,0.05313376896083355
OVA_Kidney,CatBoost,1390,155,0.016099345495494136,0.04792420627025062,0.013939445838332176,0.016572603955864906,0.9935483932495117,0.0625051399692893
OVA_Kidney,ExtraTrees,1390,155,0.016013418717742846,0.04659778456310381,0.01335996389389038,0.017769144847989082,0.9935483932495117,0.0656049083918333
OVA_Kidney,LightGBM,1390,155,0.014720939054893908,0.0461371514159118,0.012766756117343903,0.014494516886770725,0.9935483932495117,0.06489653885364532
OVA_Kidney,LinearModel,1390,155,0.015496572072799886,0.04330358454256648,0.012842091731727123,0.0121657969430089,0.9935483932495117,0.058402543887495995
OVA_Kidney,NeuralNetFastAI,1390,155,0.019936906152324105,0.04875500343716343,0.014313098043203354,0.022745706140995026,0.9935483932495117,0.06125390622764826
OVA_Kidney,NeuralNetTorch,1390,155,0.018313174561450818,0.050125736444282656,0.01981116086244583,0.02256479673087597,0.9935483932495117,0.05916997231543064
OVA_Kidney,RandomForest,1390,155,0.015502025168460082,0.0471606050622379,0.014135393314063549,0.01747668907046318,0.9935483932495117,0.061033811420202255
OVA_Kidney,XGBoost,1390,155,0.016259704201184975,0.04642557807719833,0.012630997225642204,0.01655120588839054,0.9935483932495117,0.06413167715072632
OVA_Lung,CatBoost,1390,155,0.01479069803192585,0.05462044912108248,0.010630633682012558,0.010203482583165169,0.9935483932495117,0.05876860860735178
OVA_Lung,ExtraTrees,1390,155,0.024732086213482767,0.06347588598184058,0.010969853028655052,0.016356145963072777,0.9870967864990234,0.058613729663193226
OVA_Lung,LightGBM,1390,155,0.01935009480297777,0.059963234708062675,0.017523081973195076,0.01595686376094818,0.9870967864990234,0.06114291679114103
OVA_Lung,LinearModel,1390,155,0.03268641313524681,0.07057779736941124,0.014219574630260468,0.014477272517979145,0.9806451797485352,0.058473420329391956
OVA_Lung,NeuralNetFastAI,1390,155,0.03414567839119868,0.07269566424374578,0.011021262966096401,0.016603892669081688,0.9741935729980469,0.06230266112834215
OVA_Lung,NeuralNetTorch,1390,155,0.02601181896712857,0.07098768498485977,0.012999564409255981,0.010877955704927444,0.9870967864990234,0.0611355472356081
OVA_Lung,RandomForest,1390,155,0.036339154833684405,0.0853529908566305,0.01542763039469719,0.016475606709718704,0.9806451797485352,0.05834619700908661
OVA_Lung,XGBoost,1390,155,0.016148444153992126,0.05448339583840711,0.012580851092934608,0.0127112390473485,0.9935483932495117,0.060230900533497334
OVA_Ovary,CatBoost,1390,155,0.10595754381893313,0.1719940156807878,0.026021890342235565,0.05282989889383316,0.9225806593894958,0.061029182747006416
OVA_Ovary,ExtraTrees,1390,155,0.11716818381284458,0.1823753604821255,0.039985738694667816,0.0656420961022377,0.9161290526390076,0.06012437213212252
OVA_Ovary,LightGBM,1390,155,0.09567425426557223,0.15379070552776655,0.017659472301602364,0.035589754581451416,0.9354838728904724,0.06211845297366381
OVA_Ovary,LinearModel,1390,155,0.10938422657387042,0.1754619490522263,0.018183549866080284,0.04861803725361824,0.9290322661399841,0.056624749675393105
OVA_Ovary,NeuralNetFastAI,1390,155,0.10938277683498247,0.1725154114265802,0.028134167194366455,0.07758265733718872,0.9161290526390076,0.06065571494400501
OVA_Ovary,NeuralNetTorch,1390,155,0.09313027125987508,0.1459709763772185,0.02087896317243576,0.051270660012960434,0.9419354796409607,0.061216384172439575
OVA_Ovary,RandomForest,1390,155,0.12045727172122818,0.1821777726029702,0.03755047544836998,0.08536089956760406,0.9096774458885193,0.06218858528882265
OVA_Ovary,XGBoost,1390,155,0.10202682336857756,0.17658585761228113,0.024353621527552605,0.043674685060977936,0.9225806593894958,0.06112819630652666
OVA_Prostate,CatBoost,1390,155,0.021598260253506484,0.042667617810785534,0.006376646459102631,0.011390131898224354,0.9870967864990234,0.05749175511300564
OVA_Prostate,ExtraTrees,1390,155,0.020034736597312804,0.04040522016433975,0.006379261612892151,0.012775995768606663,0.9870967864990234,0.05881899129599333
OVA_Prostate,LightGBM,1390,155,0.012558835006793372,0.028856844369818634,0.0064618997275829315,0.006461901590228081,0.9935483932495117,0.056962884962558746
OVA_Prostate,LinearModel,1390,155,0.014770859366611717,0.0355556128878353,0.009421400725841522,0.009421405382454395,0.9935483932495117,0.06038282159715891
OVA_Prostate,NeuralNetFastAI,1390,155,0.01336819769835819,0.03453568796614242,0.00848684087395668,0.0084390789270401,0.9935483932495117,0.05866530817002058
OVA_Prostate,NeuralNetTorch,1390,155,0.012894877268591586,0.051865629501663894,0.006449524313211441,0.006446987856179476,0.9935483932495117,0.05997020751237869
OVA_Prostate,RandomForest,1390,155,0.013183378766961325,0.0327440918728554,0.0063844285905361176,0.008693189360201359,0.9935483932495117,0.05854445789009333
OVA_Prostate,XGBoost,1390,155,0.025265135332343158,0.06221598094343699,0.006500374060124159,0.012019047513604164,0.9870967864990234,0.060818870551884174
PhishingWebsites,CatBoost,9949,1106,0.04814242473176904,0.08644872287301275,0.00928211584687233,0.013594591058790684,0.9683544039726257,0.2364663751795888
PhishingWebsites,ExtraTrees,9949,1106,0.058028455484736355,0.10047131233875495,0.010614055208861828,0.014715108089148998,0.9638336300849915,0.2360169729217887
PhishingWebsites,LightGBM,9949,1106,0.04767932815383575,0.08241899637903635,0.00824672356247902,0.012824514880776405,0.9701627492904663,0.22981102392077446
PhishingWebsites,LinearModel,9949,1106,0.09452647046154561,0.15295546979532687,0.006479550618678331,0.012380747124552727,0.9349005222320557,0.2424731682986021
PhishingWebsites,NeuralNetFastAI,9949,1106,0.04799259182257358,0.0808996623869624,0.006909905932843685,0.009120846167206764,0.9683544039726257,0.23986791539937258
PhishingWebsites,NeuralNetTorch,9949,1106,0.0469609243673844,0.0812113622332242,0.009758219122886658,0.011967997997999191,0.9683544039726257,0.23662835080176592
PhishingWebsites,RandomForest,9949,1106,0.05603879011418509,0.10021787733035993,0.011145176365971565,0.012998766265809536,0.9638336300849915,0.23743286076933146
PhishingWebsites,XGBoost,9949,1106,0.04828911026120189,0.08664632060885696,0.008996151387691498,0.013387211598455906,0.9692586064338684,0.2327618869021535
Run_or_walk_information,CatBoost,79729,8859,0.00945112857501203,0.01771941604266398,0.002521047368645668,0.0035221732687205076,0.9942431449890137,1.4029392022639513
Run_or_walk_information,ExtraTrees,79729,8859,0.011721343003950765,0.02200178658389242,0.002060137689113617,0.002920252038165927,0.9928885698318481,1.3728314470499754
