dataset,model,cal_size,test_size,CB-tiny_brier,CB-tiny_logloss,CB-tiny_kuiper,CB-tiny_ece-15,CB-tiny_accuracy,CB-tiny_time
fri_c0_1000_5,NeuralNetTorch,900,100,0.11100854817390766,0.1676045697219285,0.031154341995716095,0.08080733567476273,0.9200000166893005,0.029895254876464605
fri_c0_1000_5,RandomForest,900,100,0.1313426824259625,0.2208421464816173,0.05381292849779129,0.059644393622875214,0.9300000071525574,0.02914665173739195
fri_c0_1000_5,XGBoost,900,100,0.12894627177636406,0.2035292262529129,0.04392760619521141,0.06666556000709534,0.8999999761581421,0.028443419374525547
fri_c0_500_5,CatBoost,450,50,0.1906411649395188,0.3072100357372673,0.06786072254180908,0.10470684617757797,0.8600000143051147,0.03073147591203451
fri_c0_500_5,ExtraTrees,450,50,0.2563308831803158,0.40326744614842175,0.09433895349502563,0.12753939628601074,0.8199999928474426,0.025693124160170555
fri_c0_500_5,LightGBM,450,50,0.20026977309194474,0.32177599747845437,0.0776459127664566,0.1302572339773178,0.8799999952316284,0.024211145006120205
fri_c0_500_5,LinearModel,450,50,0.29721276651668427,0.4669039247966611,0.05001567304134369,0.1346798539161682,0.800000011920929,0.029371620621532202
fri_c0_500_5,NeuralNetFastAI,450,50,0.2065868347929918,0.31678634072792833,0.07088707387447357,0.11879222095012665,0.8399999737739563,0.023948094341903925
fri_c0_500_5,NeuralNetTorch,450,50,0.17352395094885506,0.2789824156264195,0.07281683385372162,0.09914667904376984,0.8399999737739563,0.02573276311159134
fri_c0_500_5,RandomForest,450,50,0.26308960871211595,0.412388339621931,0.08371724933385849,0.14860080182552338,0.800000011920929,0.023690832778811455
fri_c0_500_5,XGBoost,450,50,0.22592374368146004,0.3513865250292849,0.0766119658946991,0.10291031002998352,0.7799999713897705,0.025798261631280184
